Text,Sentiment
"@riskybizness23 sooo, u just gon cheat on me and tell everybody on twitter? I don't know if I can trust you anymore. Ę Ę j/k",-1
I'm being so whiny right now I'm annoying myselfĘ i need to get some rest tonight after Movie Night kid-sitting,-1
Please read my blog http://amandallynn.blogspot.com/ I'm not having the best day,-1
@kyliexmonster WHAT?! i was wanting to see that show!!,-1
"@Saraa_xD SiĘ pero parece que las personas de facebook no estan de acuerdoĘ (that was probably all wrong, but I tried...)",-1
@KComer yeah &amp; when it goes wrong it's the worst feeling ever,-1
headache boo,-1
@nattymsmith they have nice cakesĘ why can't I like them? Haha and you should! That's sooo gayy though,1
My head hurts beyond much.,-1
@ kbal24 I am sorry that you are feeling that way.,-1
"i'm going to sleepies, feel poorlies and pissed offĘ night night tweeples xxx",-1
@onlyJesus777 i was in a hospital for a week and a half pretty much on the virge of dying.,-1
@nkangel74 Just ignore it.....and get sum rest...get rid of that headache,1
@kbal24 I am sorry that you are feeling that way.,-1
omg i am in so much painĘ ouchies,-1
chili cheese fries a bad idea for lunch..,-1
@Jasiurl YAEH! THANK GOD IM HOME!...it suekd and we were kicked out of a church.,-1
@XxHollyJoannexX im home alone in the house and imma scaredĘ x,-1
"okay, need to hit the sack.Ę i gotta wake up in like 5 hours Ę goodnight everyone!",1
Just broke my favorite necklaceĘ superglue?,-1
I'm quite afraid to string now since I don't have any .024 wire use,-1
@QueenPenguin i'm not being mean,1
"K, just finished my last 2 clients for the night. Going home aloneĘ Thats ok I need to be alone, must find inner peace.",-1
"@thethermals sorry guys, the WAVVES show was canceled, they missed their flight",-1
@neon_lights aw what's wrong?,-1
now i dont feel so good,-1
"@AndreaKoeln hmm, okayy, im really sorry to hear about itĘ why do you thikn she would have done that? :S",-1
Waaaaaaaa they kicked us out of the bank. Getting it until mondayĘ OMG Chilito,-1
@mhawthorne19 Oh no! I totally forgot he played today.,-1
Wtf was that crap 5 mins before the marked closed...FAZ you cost me 4 grand,-1
I can't upload a picture. Everything's too big,-1
"Uh. Finally home, but completely wiped.",-1
Can't I mix and matchĘ Dumb drive in!,-1
too bad i'm @ workĘ ...,-1
I want to cry at the thought of the NBA season being almost overĘ NEXT YEAR MIAMI!!!!!!!!!!!!,-1
17 Again was actually quite good considering...off to bed now. Long day tomorrow. June 12th...please come soon (but not too soon),1
"hey Tweeties, my auntie jus got n a bad car accident...pls keep her yall prayersĘ ...thanx",-1
poor bella is in the ER with her first and second ear infection since both ears are infected. Her screams were blood curdling!,-1
DotA is an addiction...i waste 6-7 hours playing dota,-1
aaawww im soooOOooo tired today.. i dont feel good.. i dont wanna go to work wah..Ę but yeah im goin to work in a few mins. til closing..,-1
I miss her alot and its only been one day,-1
Meeting up with Karen and the boys for some drinks at The Dock!!!Ę All I wanna do is drink though..Ę Ę fuck it like Andrea said! Haha,-1
flipping out on my hairloss....gotta go to the doc.,-1
@kathryntft Ahh dang of course it had to do thatĘ She better e-mail you back fast!,-1
"OMG, Tony Hawk's motion on the nintendo DS sucks ass!",-1
These messages are teasing me! It isnt fair.,-1
ScaredĘ waiting for the call,-1
so I'm kinda pissed that Boys Like Girls is gonna be at Kentucky Kingdom on a date i already have a show,-1
liz just leftĘ aww it was so good to see her.,1
looks like it got cloudy again outside! and i have nothing to do tonight! boo friday,-1
ahhhhh fuck it..... none of my friends want to see it... and they don't wanna chill tonight... so its just me myself and i,-1
It's starting to look like the @ScifiLeague website may not happen in any form,-1
@arronthomas whats wrong babe?Ę x,-1
i think the food i ate made me sick.. i no feel so good,-1
Ahhhhhh I got stitchesĘ I seriously cant wait to go to the beach! SUMMER HURRY UP!!!!!!,1
"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",-1
Hadnt cried in such a long time,-1
im really sleepy and i want to go to bed...but its upstairs and its a mess and i know im gonna have to clean itĘ nooooo,-1
there are some really scary noises coming from outside,-1
"ok, i am finally starting to hit a draw, but now my short game has gone to crap!",-1
"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",-1
@Galaraza stop being mean to me!! ur hurting my feelings,-1
@joe_g1986 a price drop would be niceĘ I want another one for a backup/blu-ray player.,1
I can't find my camera,-1
@tatianafrosario omg wowĘ I hope everything is ok now,1
is being a horrible twitter-er. Moved in to my Houston apartment and awaiting work starting on Monday. Real world=now,-1
@eeeethannnn I do NOT. I RARELY dye it at all.Ę the red was the first in aaaagggessss. My hair just hates me.,-1
"@jenscloset WOOHOO!!!!! nothing says a hot date night than a squeegee! LOL i'm watching Dora on noggin with my 2yr girl, hubs is at work",1
"@dunnybrasco Im home, phone died thou",-1
@JustYassy it wont work for me,-1
I got dropped froma coupla ppl that were following meĘ Damn Detroit Fans!!!,-1
@pbreaze I heard from @ricklondon &amp; @thehilliers you're away. I miss you tooĘ Look forward to tweeting with you when you return.,-1
@MrsMcFlyGrimmy how was your day ? boredom stuck my head,-1
had 2 leave the mrs @sweetbullshit cuz i have to go 2 workĘ really didn't want to.,-1
Midnight ice-cream weather! So damn bored,-1
"I'm so sick, it's ridiculous.",-1
Im mad cuz i cant get any picture to work.,-1
"@iHolleeee i miss you too; i need to talk to you, i keep screwing up ..Ę lovee u !",1
@souljaboytellem hell yea its hot hereĘ i miss cali,-1
I miss the seniors already,-1
in desperate need of some tweets to cheer me up,1
@oxEmalieexo: Lol it went okay! As far as I can tell . But then I had to do a test today for geo and I was all zoned out and got like 65%,1
No free ice cream though,-1
"Watching NHL playoff Game1 tomorrow night if anyone is interested, and I know that none of you are.",-1
"TWITTER WILL NOT UPLOAD MY ICON PICTUREĘ it hates me. Eff this, i'll upload it later",-1
people with mustaches get super powers and mustaches. no fair.,-1
Sunburn is really bad now. Regretting sitting in the sun without suncream now,-1
Need some coffee... Getting serious withdrawal symptoms,-1
@Flash_Forward Poor dead Josh.Ę http://bit.ly/JKpHn Please leave your messages of condolences there. #boy #rip ||| That's sad.,-1
"i like how, no matter how much fun i'm having, i need a hug, a bowl of ramen, and a comfy blanket as soon as i get home.",1
@LaurenConrad mmmm lauren conrad eeeeep im going to miss the hills,-1
@jesamine Here's a more appropriate @ tweet... is everything okĘ Your last 3 days of tweets don't paint a good picture :-C,-1
"Today is just not my day. I can't seem to feel any better. If i dont eat, im hungry. If i do eat, i feel like im gonna be sick. Blah",-1
@jambomb oh that looks boringĘ and even more boring you have an exam on a saturday,-1
Sick. With a flu like thing.,-1
Sad that when fitness center reopens will not have our Zumba class anymore.Ę Just found out today on our last class before closure.,-1
dont get to see my boys tomorroww.im sad,-1
@Saraa_xD What I TRIED to say was 'it seems like the people of Facebook don't agree'... I guess I failĘ -cries-,-1
@Elixabef I hear you Ę Any time earlier than 11am is just mean!,-1
ughhh my leg is still cramping from my panic attack outside ULU this morning Ę bloody hurts!!,-1
"In cafe management, the end of the month is nothing but numbers. My arty little head hurts from finding discrepencies",-1
Ohhhhh what a line,1
@jenniferdodd I'm out of town next week Ę We'll have to party when I get back. Happy early Birthday!,1
"my camera's being a doucheeee, it stopped working",-1
tired as fuck. it's pissing down with rain. i miss summer,-1
@melodyxxx boooo!!! I bet it was a nice wallet too,1
@SCHATJE TY. Just a long tiring day filled with expensive plumbers and workĘ needed CALGON. Hope you &amp; @madberry have an AWESOME weekend!,1
"@Bellabellini - Yeah I know they are fuck annoying with that... But it,s such good promo... I lost some contacts for business in there",1
@Mitchelmusso: Am getting upset listening to the say nowĘ I want to speak to you Mitchel but my darn phone got no money on x,-1
my bf had to go to her dads for the week end. i will have 2 full days of bordom.,-1
@chully LOL too bad he's taken!!!!!!!,-1
It is 00:03 I'm WreckedĘ I'M Hungry &amp; I have to get up early. Not the perfect Fri night LOL night,-1
@omgcorrine I'm having the same problem,-1
"I miss my closest freind,Shirley, She went to France for the summerĘ I miss you Shirley!!!!",-1
errr....I don't want to go sit in the heat and watch a high school graduation.,-1
I wish I could spend my last weekend as a high school student in burbank with everyone and not fly off to dc,1
Just got home from the hospital.... i have another clot in my leg,-1
@GreenJeanine FAILlllllllllĘ whenever ur freee then?,-1
the fact my room is so hot is making me feel sick,-1
"@megaman51 Yeah, it's work. It's been busy all day and I'm tired and hungry.",-1
Wish I brought some warmer clothes. It's chilly here.Ę only negative thing about the trip (&amp; the no sun which is connected to chilliness),-1
Pissed at you @KatieHanrahanĘ http://myloc.me/21CU,-1
Listening to: Sweet Talk 101 - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.,-1
"@maddsie Thanks, none close to me.",1
Im home where i am about 2 drink alone.,-1
JoBo's tired of getting off work at 7,-1
"Dang, I need a bed in the bay area Monday / Tuesday nightĘ Anyone able to help out?",-1
is not liking the online livebox right now. Internet is dead.,-1
bed rest for all weekend and next weekĘ neomonia suck,-1
"sigh.. stayed up late cause was on a role w/ assessment, now I'm so tired my eyes r stinging &amp; my head hurts.. &amp; I still need 500 words",-1
"@sheelovewood aaaau thanks giĘ , I really really love u.Thanks for being a really great friend.And forgiveme if i leave you sometime, ?",1
sitting at home being bored.......,-1
Kimberlee Hatch!!!!!!! I miss you,-1
Now have an unpleasant talk w/n-laws 2 look 4ward 2....,-1
"@Mcpattz ouch, thats your achy back...so sorry ... i didnt mean to cause you pain",-1
Note 2 all twoloers: neva stay @ a candlelight suites shower is slow and the toilet sux and the bed is tiny!,-1
@peapodann the second i hit reply to that tweet i was asked to stop playing music.Ę i am now sad. someone sing to me. on or off key works!,-1
Struggling...selfishness and jealousy doesn't get you any further in life... ohh myyy,-1
My net died so yeah....Ę I'm sad now,-1
Hubby needs a vacationĘ Thank God we're leaving for Myrtle Beach in a week!,1
@AxelsroseĘ im trying to fix myself really but i need to stop cutting myself,-1
@conorravo ye it is not fare on meĘ x,-1
@RealJudgeJules Gutted your not playing Kos in July Jules,-1
@MsPrincessLala @AshleyNicole305Ę someone is ignoring meĘ &amp; being mean..,-1
@allenrob23 ..people you love.... wait i am not there,1
"@kimi_joyner And he can't even tell me.Ę Me and him are fucking done, professionally. Fuckin' ass.",-1
@Mishhh oops I meant 19thĘ snowdaysss..,-1
@Rosellyanna she forgot her words and then started cryingĘ and she stopped singing but then carried on and then cried again so she stopped,-1
my tummy hurts!,-1
"went to galveston, want to go back",1
@mkuioka808 You still have class? Ouch,-1
"@mcraddictal ohh, ouch",-1
@candyisradĘ what's wrong with debbie?,-1
"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy",-1
hey guys y did the sun make my day gloomy?,-1
@jaidenkhat Damnit. Sorry to hear dude,-1
"It's called communifuckingcation.....learn it, know it, do it. These stupid ass people!",-1
We're going to panahra for dinner.Ę miss you guys.,-1
I think I tricked out my ankle during cardio yesterday.Ę I'm getting old.,-1
doesnt understand twitter,-1
"Yeah, it was a silly mistake. At the end of a long day, etc etc. They were brand new pliers too",-1
"driving home,IŔ_m so tired,had a bad day",-1
Hmm maybe I this time I really did over react and do the worst,-1
"@CurvaceousDee aw, gutted",-1
It hurts to breathe again.. Why?,-1
26 pin multi core cable goes bad just B4 service,-1
I have a belly ache...,-1
"I miss ya, Boyfriend!Ę When am I gonna see ya again? Br!Tt@Ny!!!",-1
@jaykpurdy LIKE DREW SAID &quot;GIVE TC A CHANCE&quot; WE WILL MISS THOMASĘ BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,-1
"thinking lots of revision tomorrowĘ woo, hope it a sunny one.",1
"@Dap23 ohh, i'm watching my best friend's wedding. it's so sad..",-1
@jennabeaniscool won't need my hugs anymore,-1
imm tired of callin @mitchelmusso &amp;&amp; hearin other convosĘ i wanaa call himm!!,-1
I am beginning to think sun blcok is a haox.,-1
@jamesh_1993 Nope not yetĘ Within 10 working days from Thursday. It should be in before 2 weeks Wednesday. It'll be in before that! I hope,1
Why did everyone seem to leave me this weekendĘ ....sigh. In bed,-1
Missing my morning work out cause my bench press is back in JakartaĘ goodluck diga! Test will be easy peasy! Hehehe,1
Everyone on the eastcoast... the rain hates usĘ let's just all fly to Cali. LOL,-1
@reveng101 yeah I know it's so stupid !!!!!!! There no jobs I mean come on,-1
"@WerewolfEmbry No, trying to reason with it. It didn't listen",-1
@charlieks @tonita_face @emmaleeks and nana.wish i was there last night,1
@jeannethinks I would love to see the sun again.Ę It has been raining here for 3 days now.,1
@Miss_Molotov Go much bamboo? Would you like to attempt to structure a sentence that makes sense? Why did i fail english and others pass?,-1
@erin_elaine Our chandelier is here! I seriously don't know how 2 get it through our door without sending it crashing down our steps,-1
@xzenax Bad times for everyoneĘ Whywhywhy do we have to write essaysĘ No fair!,-1
Ugh sittin at work waiting for the carpets to be cleaned.Ę I was suppose to be out by 7,-1
"Also, why are paracetamol so hard to swallow? Even when the long ones are snapped in half. Ow.",-1
my attempt to sync facebook and twitter seems to have failed,-1
@TeamCyrus AHHH! still not following!! Do you think she forgot??,-1
wants to go the the vintage paper show but no one will accompany her,-1
"It's patio weather in Kirkland!Ę It's also launch-yer-boat weather, except I'm missing the boat part",-1
today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,-1
@tinylegacies D: But it is making people unhappy and I dun like unhappiness,-1
@mitchelmusso http://twitpic.com/67swx - i wish i was calling you but i can't from Malta,1
Doesnt feel good!Ę but I cant miss work tomorrow!,-1
@Jayme1988 not really sure. need to deposit and save some money,-1
@pkeith If only you'd come the sick one...with inflamed vocal cords,-1
"I have an awesome picture of happy pint, but it's not sending",1
http://twitpic.com/67tcr - Ouch!! Burnt my arm on the grill,-1
@buddahwong i wish you were in my class last year,1
I have had the William Shatner version of Rocket Man in my head for 3 days now. It's fucking distracting,-1
I hate being yelled and sworn at,-1
Crossing the bridge....leaving ocean cityĘ I'm sad.,-1
Ouch...waited to long to get eyebrows waxed,-1
@annamessias i miss yoooooooooooooooooooou my poia,-1
Wowzer! It's very windy. Not good for my allergies!!,-1
95 degrees and a crappy a/c,-1
Well good job to my two cousins that are graduates! Good luck in life!!!Ę &lt;never wear your pajama pants to schoolĘ &gt;,1
"@JennaSnacks it's best if i check it while it IS up. when it's down, i can't really see anything",1
bored fixed the internet for my dad but now im bored to death,-1
"@Spidersamm ohh yeahh (: i'm probs gonna be a loner to start with, thanks to the person i was gonna go with be a bitch",-1
he's outta the ofc til Monday ::GRAND:: kinda bummed me out but b/c I was genuinely sick there's nuthin I can do about itĘ --&gt;,-1
If my phone dies I will die too!,-1
"@shanselman still no class loaders, or even custom assembly loaders",-1
@annamessias i miss yoooooooou my poia,-1
@JayFmOnline i hope so. i really need one! we'll see. unfortunately drama always finds me.,-1
SickkkkĘ ....and I need 11/20--NOW.,-1
@momof3crazykids that's awesome. Can't believe they have the poster up Already! I haven't seen one over here yet,1
@KallieT this is sounding like the worst lurgy ever - the one that just won't go away ..Ę ...are you ready for end-of-rope action yet??,-1
@Karetron I KNOW!!!! Its all stormy outside.. and my hair looks cute today..Ę hahah,1
Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,1
@miss_cass my throat hurts today.Ę blahhh.,-1
@mateomac l'm on 3 days too matt. No fun this weekend.,-1
Glad to be home I wish I could make @CBrown7785 feel better,1
"Crisis averted!Ę Phew! On a different note, @AmeeC3 and @Zelenski....you guys are making me so proud! tear!Ę wish i could have joined",1
They are out of ice cream at the Crazy Mocha in SS. This means no Espresso Milkshake..,-1
"@scavengerlor hey thought ud be on here most likely, im stressed outĘ i really dont know whyĘ x",-1
@Dannigyrl Fabulous. And I didn't get that picĘ Gmail be acting the fool sometimes. Can u DM me it?,1
@dezurita nooo it was a real mushroom! but our neighbor uprooted it,-1
@glennbeck we can't wait to see you too! pls come back to iowa it isn't the same at the theatre,1
Tired.....but can't go to bed yet.....,-1
notthebest weekend....but oh well....I have a right to be sad,-1
Puzzled by people's mood swings... it makes me somewhat sad that I can't pinpointĘ howĘ they feel,-1
@CrossedOutName pandora is blocked at my workĘ bummed,-1
just had a falling out with nick,-1
I'm so bunged up!! I Hate colds!!,1
@cecamy it's nto as good,-1
I had to unhook twitter from Facebook because all my Facebook cronies were complaining.,-1
"Oh hey, look, North Korea are going to kill us all; or at least some of us.",-1
either my inerne is fucked or my mind is but i'm pretty sure that it's the internet,-1
http://twitpic.com/67twh - This has never happened before =/ orange blinky lights. I think I've broke my battery again,-1
everything is going wrong in my &quot; happy day&quot;,-1
going to bedĘ cant take thiss any longeerr maan. [U],-1
@sugafactory omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins,-1
"@opieswifey Unfortunately, no.",-1
"@rmetalbroad belay the swimsuit, hot tub won't be ready this weekend.Ę sadness",-1
Bah! Still at work. Lol my feet hurt and my nose won't stop running!,-1
@divarina21 i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she's disappointed in me.,-1
I feel useless I don't know what to do right now. I'm so bored,-1
Ha! I think I really have lost it. Time to get ready for work.,-1
@marginatasnaily haha..i wontĘ well il try not..lol... night chick..xxxxx,1
Twitter's being lame and won't post my twitpic of Gucci and I,-1
sickkkkk.Ę GET ME OUT OF THIS HOUSE! need to get active. whats going down? Celina havin a party? hit me uhpp!,-1
@joeag ahh. That sucks.,-1
"@rgoodchild yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too",-1
@BIGBOYRAMSACK kenny u alive!!!...I'm here getting da hair done..to bad I'm not chillin w/ u todatĘ kinda sad,-1
getting ready to see my cousins graduate.Ę gonna miss em.,-1
@RoboRoxy @lulzlix I'm SO jealous! I don't know when I'll be able to see Conan.,-1
@m_longman yes i am.Ę but she didn't follow me,-1
Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens &amp; yummy sauce. No wine,1
Trully a awful day! Shitty!,-1
i am so bored.,-1
Getting ready 2 leave 2 a girl scout metting..Don't feel like it but I have 2.....,-1
I am so hungry...if my arm were on the core diet I would eat it!Ę Guess I have to wait until dinner is ready,-1
i need monies.Ę school is expensive.,-1
i miss @baltigirl97!! she's gone for the WHOOLLLLEEEE weekend!!! boo hoo,-1
Sick of fighting so it looks like no more burlesque for me,-1
@jonheadley @jsanfridsson gutted i miss that! the one night i try 2 leave earlyĘ lol! friends visitin were tired haha!,-1
#followfriday @T_1001 cuz ive never been added to anyone's followfriday eitherĘ &amp; cuz he's got a cool picture,1
@MyInnerTricia it is gay...u have dissappointed me that past few days,-1
@heyheykarla I'm sorry about your car. I feel for you...,-1
@nicksantino NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo,-1
Stupid hand. Have A2 and flop nut low and top pair. But guy had also out low and out flush. Quartered.Ę at 5900.,-1
Is feeling a bit lonely,-1
sad ending to the softball season.,-1
"@lizwebpage Hmmm...chinese delivery it is. Altho, how will I order? I CAN'T TALK!",-1
I am slowly getting angry at this Jon and Kate Plus 8 thing,-1
I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,1
"Oh.Ę The voting is over! Ę But don't worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!!!!Ę &lt;3",1
Just found out my parents are putting down my dog tomorrow morning. Upset,-1
@Eric_John Sounds like a terrific service. I'm sorry to hear about her mom.,-1
Some guy just said he wanted to spank me,-1
Honestly at home alone,1
"@Daft_Punk_RobotĘ wtf.....winter isn't due til monday, am freezing",-1
"Got fully denied tonightĘ sleep time now, lnd in morn!",-1
@LysdelTellez I am lost. Please help me find a good home.,-1
Off to the gym by myself!Ę no fun!,-1
how bad has life gotten where uĘ werecounting on the church50\50 raffle? the answer is real bad,-1
@hopei91 I am lost. Please help me find a good home.,-1
@TheKellanLutz OMG i want to go too!Ę hahaha,1
@AnnaDiFilippo have fun without me pastyĘ &lt;33,1
Wishing it was naptime,1
mad the rain got me...now i cant go see jaiden Ę *|)|/-\|\|/-\*,-1
Miss the newest version on Glade on Debian..,-1
Boredom isnt any fun..Wish I had somebody to hang out with tonite..,-1
seagull hates me and im utterly depressed about it. i miss him.,-1
It's gloomy as hell outside today.,-1
Idk i cant do shit,-1
@sachis30stm yeah! but too lateĘ lol,-1
@LadyLogan I wish I could...but I'm @ work when she's on...,1
Apperently ea knows my copy of the sims 3 is not legit and is upset,-1
So bored.... couldn't go to a-kon...,-1
chris sab and i = COMME ESTAS BITCHES,-1
"@tbirdj Oh man, that sucksĘ I'm sorry, doll.",-1
@shanselman: first impression is that it's considerablyĘ slower to boot than 2008Ę #beta1,-1
how sad. last entrance 2cal academy of science was at 4pm. and it was zipcode free day too.,1
"this hole twitter thing is new too me, its not letting me change my picture so your stuvk with the wee stpid thing for now",-1
"So much to do this summer, hopefully all comes in favor and nothing has to be cancelledĘ worked hard for it...",1
sorry my bad.,-1
@newbouldm I love sausage tooĘ #kitchenfire,1
"@WhoaOhNo I know, i know...Ę -hugs-",1
wonders if anyone would care if she died tomorrow,-1
Argh noo! Missed The Killers on Wossy!Ę That sucks! Missed out on Brandon. Total failure! Anyone know if it's repeated? Must investigate!,-1
My best mate found out that I am moving. She doesn't understand I wanna do something with my life; Leaving to go to Uni..,-1
@Cadwaladr omg yes!!!!!!! but I have to get ready for work early tonightĘ I have payroll distribution duty,1
still sickĘ thinking about naming the puppy june,-1
Which would be a lot easier to get if plane tickets to AZ didnt raise $80 in price,1
@AudioprincessĘ Ah bad times Ę I hate exams. I feel so unprepared this time as well. Sucks haha.,-1
My blackberry is soon approaching her death,-1
Such a headacheĘ It's killen me!,-1
"so boredĘ Gonna go to the Carnival and get an all day pass tomorrow. Excited for that, but very bored today.",-1
i miss you bbyĘ Ę Ę wish you were going tomorrow to make me do good.,-1
"@Mcpattz I hope u enjoyed it and your back is now feeling much more betterĘ God,its 1:20am...heading to bedĘ God..too late..good night",1
@LucySiebens I think they are disgusting,-1
"trying to upload a custom background on here, but it's not working",-1
@NeSsIe_Cullen10 I wish you were here with me right now,-1
all dressed up and no where to go...,-1
homework on a friday night...lame,-1
@WerewolfEmbry I'm sorry.,-1
found out my &quot;friend&quot; isnt actually. but hey shit happens.,-1
seeing the gf 5 days in a row for a few hours each day is amazing-just wish the location wasn't a hospital,1
@lauradanner I am lost. Please help me find a good home.,-1
missing mrs mcfox,-1
@Kat_785 yeah now I'm done BUT I have to work all weekendĘ I'm sooooo bummed about it,-1
@saraht578 What software do you use to design sites? I'm a CS student and currently I hard code everything. It's not the fastest way...,-1
has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,-1
@zachsangĘ do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,-1
so bored. nothing to do,-1
Thinks she's getting sick.....,-1
trying to fix my internet connection...guess my 'prayers' have been answered and i wont have any study distractionsĘ ugh,1
@ItsPrecious that's meAn,-1
@jarnmangĘ Hope everything ok! Can burr fix this?,1
@abbefied Bummer- that is a bad experience.,-1
@thatkidkevin my phone died,-1
I dont want to be ugly anymore,-1
last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..Ę had graduation practice today..,-1
"im in pain, shit",-1
@spookygirl what a great project!!! Wish I could have done that with DD1. She's too old now.,1
my phone is deadĘ this sucks,-1
@AdamSchwabe Oh no....Sorry to hear that ....,-1
kind of.i'm trying to make sure i have everything yet still look after the boy.hubby isn't home yet,1
"I will miss my City when we leave...priciness, pollution, panhandlers and all",-1
"@KSdaisy Oh, that sounds bed..poor girl",-1
I hve a blister on my pinky nd it hurts soooo much!,-1
Twitter stop being a dick and let me change my background image!Ę (imagine a shiny NHL ring in the background),-1
@Jonasbrothers I like all the songsĘ I can't say just one guys! love ya,1
@Twinnikkib too lateĘ I'm already on the bus goin homeĘ what the he'll u talkin about drinkin tea????,-1
@hughsbeautiful Yes yes she is indeed nuts! ... Like me... though i am not richĘ Tut x,-1
Stupid storm. No river for us tonight,-1
@ryansporn Don't be mad at me.Ę Please? ::puppy dog eyes::,-1
@littlelindseyyy i hate it,-1
Just loaned out a set of aerobars to team mate for tomorrow's Texas Cup race at Alkek. Bummed I won't be there.,-1
I hate the dryer.,-1
too many good shows coming up and no money to buy tickets. fmfl. brand new at the troub?,1
@ericajo42 @saynerd01 oh look! it's our new house in santa barbara! http://i41.tinypic.com/2hi2t4y.jpgĘ hahha i wish,1
@LDYoung I like them.Ę Is that weird?,1
@architeuth1s oh no fair.... thats in 9 hours,-1
after I said hi how are you she did at double take &amp; left. Damn it I should have let her look around first,-1
This day jus keeps getting better and betterĘ FML,1
fucking hates goodbyes,-1
"Prayin for dadĘ in Wellington, FL http://loopt.us/F8_Jqg.t (via @furman27).Ę I too live in welly. May i pray f.. http://bit.ly/lB9SN",1
phones about to dieĘ ttfn!,-1
@jeskamitch Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him Ę I remember racing trucks with him that ...,1
@ceciliabedelia i know so lame,-1
Unanticipated thunderstorm quashed camping trip,-1
Missed the play,-1
Just got my marks...Ę BCIT is the death of me I swear!,-1
"I hate to say this, but CLA really should have had a press conference or something today.",-1
@britneyxsucks I hope they come,1
My head hurts,-1
"whatever. i give up, my phones about to die anyway.Ę next time",-1
@suewaters Sorry - I have failed to grasp your meaning,-1
Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great,1
"oy, im such a nerd..im writin 2 no1 cuz no1 is followin meĘ i mean lik sum1 was but their account was deleted due to &quot;strange activities&quot;",-1
feels very very sickĘ hmph.,-1
"Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever.",-1
It baffles me how much Radio Shack isn't the same Radio Shack I grew up with,-1
@StaceMichelle I doubt I'll get one to be honest,1
@Emmaloveshearts Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,-1
I'm really nervous about giving a speech at a wedding tomorrow,-1
@spjwebster wish @njwebster was coming tooĘ I guess we can make time for you though if we have to ;),1
Today was horrible. My sillyness caused me a whole lot of stress and head ache and it ended up ruining a beautiful sunny day.,-1
AHHHHHHHH omg Pridelines got talent is giving me a headache!! wtf omg osn !!! Make it stop mommy make it stop,-1
peeling so much!! Ę ..I feel so bad,-1
just wake up.and i got fluĘ http://plurk.com/p/x2zp6,-1
@saragarth Thank yooou! I might have to get it seen to... hm...Ę xx,1
@cherylsayshi i thought it was just me that was like really hot. My room is too hot to sleep in,-1
@markymark7 Omg really??Ę I sowwy! I'll do it again! :-p I was tired when I did that this morning. :-p lol!,-1
@CarlaHanton yea it is.Ę thanks for the link.,1
home alone on a friday nightĘ doesnt get sadder than that folks,-1
"3 days left of school!Ę For Bryce and Tyler, that's 3 more days of elementary",1
Ew traffic,-1
Grrrr....I got the wrong size coat for the sheep,-1
I really want to go see UP!Ę haha. Tooo cute! (:,1
@Jaz_paige aww hey! I didn't know this was you! LOL. I'm sick. No outtie for me.,-1
@LesbianDad i really wish i could make it! a 12 hr. drive just isn't going to happen this weekend.,1
missing Tim!,-1
"ok, son in bath, so gonna see if I can find some quick quotes.Ę Gonna miss ya'll this weekend. I'm already gettin sad",-1
I left my ipod in the car so now its all warm.,1
@francaiskitty I miss rollerblading down Shoreline.,-1
@backseatgoodbye aww...thats a bummer,-1
@Chris_pinkapple Not much on for the weekend here. Off to Knox shortly &amp; definitely must get into the garden. It's a wee bit neglected.,1
I think I may have ruined a friendship this week by getting carried away,-1
Missing the shotgun match because I was guilted into going to the store with the wife.,-1
@snoozen i think i'll be home more than i want to be next week - no work booked in for the forseeable.,1
@marialuvsu i guess ill never have itĘ but the sad thing is that u didn't put an Alternate e-mail!! cause if u dont remember ur secret,-1
@omoly girl i am buying &amp; posting your pressie tomorrow but i have no fucking clue what to get you so i'm sorry if you hate it,-1
I'm soooo bored. just fuckin got a new phone and called my man but hes busy and one else bored???,-1
@paulatoole SorryĘ I wasn't doing the inviting...all single women I think.,-1
"Just to drive @tweetie crazy, I miss the big blue selected tweet highlight. I can't tell which tweet is selected anymore",-1
@hollay I hate you,-1
I don't wanna be single the rest of my life,1
"is bored, cant go on habbo stupid ban",-1
